c2sp1s1,1,10.5,9
c2sp1s112,1,10.50973,9.0284611
c2sp1s223,1,10.51892,9.0572891
c2sp1s334,1,10.52755,9.0864734
c2sp1s445,1,10.53562,9.116003
c2sp1s457,1,10.54312,9.145868
c2sp1s468,1,10.55003,9.176056
c2sp1s479,1,10.55635,9.206556
c2sp1s490,1,10.56207,9.237356
c2sp1s2,1,10.56717,9.268445
c2sp1s13,1,10.57166,9.29981
c2sp1s24,1,10.57552,9.331439
c2sp1s35,1,10.57873,9.363319
c2sp1s46,1,10.58131,9.395437
c2sp1s57,1,10.58323,9.42778
c2sp1s68,1,10.58448,9.460335
c2sp1s79,1,10.58508,9.493089
c2sp1s90,1,10.58499,9.526028
c2sp1s101,1,10.58422,9.559137
c2sp1s113,1,10.58277,9.592403
c2sp1s124,1,10.58062,9.625812
c2sp1s135,1,10.57777,9.659349
c2sp1s146,1,10.57421,9.692999
c2sp1s157,1,10.56995,9.726748
c2sp1s168,1,10.56497,9.760581
c2sp1s179,1,10.55926,9.794483
c2sp1s190,1,10.55283,9.828439
c2sp1s201,1,10.54567,9.862433
c2sp1s212,1,10.53778,9.896449
c2sp1s224,1,10.52916,9.930473
c2sp1s235,1,10.51979,9.964488
c2sp1s246,1,10.50968,9.998479
c2sp1s257,1,10.49883,10.03243
c2sp1s268,1,10.48723,10.06632
c2sp1s279,1,10.47488,10.10015
c2sp1s290,1,10.46179,10.13388
c2sp1s301,1,10.44794,10.16751
c2sp1s312,1,10.43334,10.20101
c2sp1s323,1,10.41799,10.23438
c2sp1s335,1,10.40189,10.2676
c2sp1s346,1,10.38504,10.30064
c2sp1s357,1,10.36744,10.3335
c2sp1s368,1,10.34909,10.36615
c2sp1s379,1,10.32999,10.39858
c2sp1s390,1,10.31015,10.43078
c2sp1s401,1,10.28956,10.46272
c2sp1s412,1,10.26823,10.49439
c2sp1s423,1,10.24616,10.52577
c2sp1s434,1,10.22336,10.55685
c2sp1s446,1,10.19983,10.58761
c2sp1s448,1,10.17557,10.61803
c2sp1s449,1,10.15059,10.6481
c2sp1s450,1,10.12489,10.6778
c2sp1s451,1,10.09848,10.70712
c2sp1s452,1,10.07136,10.73603
c2sp1s453,1,10.04353,10.76452
c2sp1s454,1,10.01502,10.79258
c2sp1s455,1,9.985813,10.82018
c2sp1s456,1,9.955926,10.84732
c2sp1s458,1,9.925365,10.87398
c2sp1s459,1,9.894136,10.90014
c2sp1s460,1,9.86225,10.92578
c2sp1s461,1,9.829712,10.95089
c2sp1s462,1,9.796533,10.97546
c2sp1s463,1,9.762721,10.99946
c2sp1s464,1,9.728287,11.02289
c2sp1s465,1,9.693238,11.04573
c2sp1s466,1,9.657587,11.06797
c2sp1s467,1,9.621342,11.08958
c2sp1s469,1,9.584515,11.11055
c2sp1s470,1,9.547118,11.13088
c2sp1s471,1,9.509161,11.15055
c2sp1s472,1,9.470656,11.16954
c2sp1s473,1,9.431615,11.18783
c2sp1s474,1,9.392052,11.20542
c2sp1s475,1,9.351978,11.2223
c2sp1s476,1,9.311406,11.23844
c2sp1s477,1,9.270351,11.25384
c2sp1s478,1,9.228825,11.26849
c2sp1s480,1,9.186843,11.28237
c2sp1s481,1,9.144418,11.29546
c2sp1s482,1,9.101566,11.30777
c2sp1s483,1,9.0583018,11.31927
c2sp1s484,1,9.0146397,11.32995
c2sp1s485,1,8.9705955,11.33982
c2sp1s486,1,8.9261847,11.34884
c2sp1s487,1,8.881423,11.35702
c2sp1s488,1,8.836328,11.36434
c2sp1s489,1,8.790914,11.3708
c2sp1s491,1,8.745199,11.37638
c2sp1s492,1,8.6992,11.38108
c2sp1s493,1,8.652934,11.38488
c2sp1s494,1,8.606418,11.38778
c2sp1s495,1,8.55967,11.38977
c2sp1s496,1,8.512708,11.39085
c2sp1s497,1,8.465549,11.391
c2sp1s498,1,8.418212,11.39021
c2sp1s499,1,8.370716,11.38849
c2sp1s500,1,8.323079,11.38583
c2sp1s3,1,8.27532,11.38221
c2sp1s4,1,8.227458,11.37764
c2sp1s5,1,8.179511,11.37211
c2sp1s6,1,8.1315,11.36561
c2sp1s7,1,8.083443,11.35814
c2sp1s8,1,8.035361,11.3497
c2sp1s9,1,7.98727,11.34027
c2sp1s10,1,7.9392,11.32987
c2sp1s11,1,7.89116,11.31848
c2sp1s12,1,7.84317,11.30611
c2sp1s14,1,7.79526,11.29275
c2sp1s15,1,7.74744,11.2784
c2sp1s16,1,7.69974,11.26305
c2sp1s17,1,7.65217,11.24672
c2sp1s18,1,7.60476,11.22939
c2sp1s19,1,7.55752,11.21107
c2sp1s20,1,7.51048,11.19176
c2sp1s21,1,7.46366,11.17146
c2sp1s22,1,7.41707,11.15017
c2sp1s23,1,7.37075,11.12789
c2sp1s25,1,7.3247,11.10463
